Time,Voltage
15660752,2.80
15676352,1.67
15691952,2.61
15707552,2.66
15723152,1.60
15738752,2.72
15754356,2.54
15769952,1.52
15785552,2.80
15801152,2.43
15816764,1.66
15832352,2.89
15847952,2.32
15863552,1.80
15879152,2.98
15894752,2.20
15910352,1.94
15925952,3.06
15941552,2.10
15957152,2.06
15972752,3.15
15988352,2.01
16003952,2.18
16019560,3.22
16035152,1.92
16050752,2.30
16066356,3.07
16081960,1.84
16097552,2.40
16113152,2.92
16128752,1.74
16144352,2.52
16159952,2.79
16175552,1.67
16191152,2.62
16206752,2.66
16222352,1.60
16237952,2.71
16253552,2.54
16269152,1.53
16284760,2.80
16300352,2.43
16315960,1.66
16331552,2.89
16347160,2.31
16362752,1.80
16378352,2.98
16393952,2.21
16409552,1.94
16425152,3.07
16440752,2.12
16456352,2.06
16471952,3.15
16487552,2.00
16503152,2.19
16518752,3.21
16534352,1.93
16549960,2.30
16565556,3.08
16581152,1.84
16596752,2.41
16612360,2.93
16627952,1.74
16643552,2.51
16659152,2.79
16674752,1.67
