Time,Bits
5880,96
5886,96
5892,96
5897,96
5903,97
5909,97
5914,97
5920,97
5926,97
5931,97
5937,98
5943,98
5948,98
5954,98
5960,98
5966,98
5971,99
5977,99
5983,99
5988,99
5994,99
6000,99
6005,100
6011,100
6017,100
6023,100
6028,100
6034,101
6040,101
6046,101
6051,101
6057,101
6063,101
6068,102
6074,102
6080,102
6086,102
6091,102
6097,102
6103,103
6109,103
6114,103
6120,103
6126,103
6132,103
6137,103
6143,103
6149,104
6154,104
6160,104
6166,104
6172,104
6177,104
6183,104
6189,104
6195,104
6200,104
6206,104
6212,104
6218,104
6223,104
6229,104
6235,104
6240,104
6246,104
6252,104
6258,104
6263,104
6269,104
6275,104
6281,104
6286,104
6292,104
6298,104
6304,104
6309,104
6315,104
6321,104
6327,104
6332,104
6338,104
6344,104
6350,104
6355,103
6361,103
6367,103
6372,103
6378,103
6384,103
6390,103
6395,103
6401,102
6407,102
6413,102
6418,102
6424,102
6430,102
6436,101
6441,101
6447,101
6453,101
6459,101
6464,101
6470,100
6476,100
6481,100
6487,100
6493,100
6499,100
6504,99
6510,99
6516,99
6521,99
6527,99
6533,98
6539,98
6544,98
6550,98
6556,98
6561,98
6567,97
6573,97
6578,97
6584,97
6590,97
6595,97
6601,97
6607,96
6612,96
6618,96
6624,96
6629,96
6635,96
6641,96
6646,96
6652,95
6658,95
6663,95
6669,95
6675,95
6681,95
6686,95
6692,95
6698,95
6703,95
6709,95
6715,95
6720,95
6726,95
6732,95
6737,95
6743,95
6749,95
6754,95
6760,95
6766,95
6771,95
6777,95
6783,95
6788,95
6794,95
6800,95
6806,95
6811,95
6817,95
6823,95
6828,95
6834,95
6840,95
6845,95
6851,95
6857,96
6862,96
6868,96
6874,96
6879,96
6885,96
6891,96
6897,96
6902,97
6908,97
6914,97
6919,97
6925,97
6931,97
6936,98
6942,98
6948,98
6953,98
6959,98
6965,98
6970,99
6976,99
6982,99
6987,99
6993,99
6999,99
7005,100
7010,100
7016,100
7022,100
7028,100
7033,100
7039,101
7045,101
7050,101
7056,101
7062,101
7068,102
7073,102
7079,102
7085,102
7091,102
7096,102
7102,102
7108,103
7114,103
7119,103
7125,103
7131,103
7136,103
7142,103
7148,103
7154,104
7159,104
7165,104
7171,104
7177,104
7182,104
7188,104
7194,104
7200,104
7205,104
7211,104
7217,104
7222,104
7228,104
7234,104
7240,104
7245,104
7251,105
7257,104
7263,104
7268,104
7274,104
7280,104
7286,104
7291,104
7297,104
7303,104
7309,104
7314,104
7320,104
7326,104
7332,104
7337,104
7343,104
7349,104
7354,103
7360,103
7366,103
7372,103
7377,103
7383,103
7389,103
7395,103
7400,102
7406,102
7412,102
7418,102
7423,102
7429,102
7435,102
7441,101
7446,101
7452,101
7458,101
7464,101
7469,100
7475,100
7481,100
7486,100
7492,100
7498,100
7504,99
7509,99
7515,99
7521,99
7526,99
7532,99
7538,98
7544,98
7549,98
7555,98
7561,98
7566,97
7572,97
7578,97
7583,97
7589,97
7595,97
7600,97
7606,96
7612,96
7617,96
7623,96
7629,96
7634,96
7640,96
7646,96
7651,95
7657,95
7663,95
7668,95
7674,95
7680,95
7686,95
7691,95
7697,95
7703,95
7708,95
7714,95
7720,95
7725,95
7731,95
7737,95
7742,95
7748,95
7754,95
7759,95
7765,95
7771,95
7776,95
7782,95
7788,95
7793,95
7799,95
7805,95
7811,95
7816,95
7822,95
7828,95
7833,95
7839,95
7845,95
7850,95
7856,96
7862,96
7867,96
7873,96
7879,96
7884,96
7890,96
7896,96
7902,97
7907,97
7913,97
7919,97
7924,97
7930,97
7936,97
7941,98
7947,98
7953,98
7958,98
7964,98
7970,99
7975,99
7981,99
7987,99
7992,99
7998,99
8004,100
8010,100
8015,100
8021,100
8027,100
8033,100
8038,101
8044,101
8050,101
8055,101
8061,101
8067,102
8073,102
8078,102
8084,102
8090,102
8096,102
8101,102
8107,103
8113,103
8119,103
8124,103
8130,103
8136,103
8141,103
8147,103
8153,104
8159,104
8164,104
8170,104
8176,104
8182,104
8187,104
8193,104
8199,104
8205,104
8210,104
8216,104
8222,104
8227,104
8233,104
8239,104
8245,104
8250,105
8256,104
8262,104
8268,104
8273,104
8279,104
8285,104
8291,104
8296,104
8302,104
8308,104
8314,104
8319,104
8325,104
8331,104
8336,104
8342,104
8348,104
8354,103
8359,103
8365,103
8371,103
8377,103
8382,103
8388,103
8394,103
8400,102
8405,102
8411,102
8417,102
8423,102
8428,102
8434,102
8440,101
8446,101
8451,101
8457,101
8463,101
8468,100
8474,100
8480,100
8486,100
8491,100
8497,100
8503,99
8509,99
8514,99
8520,99
8526,99
8531,99
8537,98
8543,98
8548,98
8554,98
8560,98
8565,98
8571,97
8577,97
8582,97
8588,97
8594,97
8599,97
8605,96
8611,96
8617,96
