Time,Bits_0
14157,311
14163,316
14168,317
14174,314
14180,308
14186,303
14192,302
14197,306
14203,309
14209,308
14215,302
14221,296
14226,294
14232,296
14238,301
14244,302
14250,299
14255,293
14261,290
14267,291
14273,297
14279,301
14284,301
14290,296
14296,291
14302,290
14308,294
14313,300
14319,302
14325,300
14331,295
14337,292
14343,294
14348,302
14354,306
14360,308
14366,303
14372,300
14377,300
14383,305
14389,311
14395,314
14401,314
14406,309
14412,307
14418,310
14424,318
14430,323
14435,325
14441,322
14447,319
14453,320
14459,326
14464,333
14470,336
14476,336
14482,332
14488,331
14493,335
14499,342
14505,347
14511,348
14517,345
14522,343
14528,345
14534,351
14540,357
14546,360
14551,359
14557,356
14563,356
14569,360
14575,365
14580,369
14586,370
14592,367
14598,366
14604,369
14609,373
14615,378
14621,380
14627,378
14633,376
14638,377
14644,380
14650,384
14656,387
14662,386
14667,384
14673,384
14679,386
14685,389
14691,393
14696,393
14702,391
14708,389
14714,391
14720,394
14725,396
14731,397
14737,396
14743,393
14749,393
14754,395
14760,397
14766,399
14772,397
14778,395
14783,393
14789,395
14795,397
14801,399
14807,399
14813,397
14818,394
14824,393
14830,394
14836,396
14842,397
14847,395
14853,392
14859,389
14865,390
14871,391
14876,393
14882,393
14888,389
14894,385
14900,383
14905,384
14911,386
14917,387
14923,384
14929,379
14934,376
14940,376
14946,377
14952,380
14958,378
14963,373
14969,369
14975,367
14981,368
14987,370
14992,370
14998,366
15004,360
15010,356
15016,356
15021,358
15027,360
15033,357
15039,350
15045,345
15050,343
15056,345
15062,348
15068,347
15074,341
15079,335
15085,332
15091,332
15097,336
15103,337
15108,333
15114,326
15120,321
15126,320
15132,324
15137,326
15143,325
15149,317
15155,312
15161,309
15166,311
15172,315
15178,315
15184,310
15190,304
15195,300
15201,300
15207,306
15213,308
15219,306
15224,300
15230,295
15236,294
15242,299
15248,303
15253,303
15259,298
15265,292
15271,290
15277,292
15283,298
15288,301
15294,299
15300,294
15306,291
15312,292
15317,298
15323,303
15329,304
15335,300
15341,296
15346,295
15352,298
15358,305
15364,308
15370,308
15375,303
15381,301
15387,303
15393,310
15399,315
15404,318
15410,315
15416,311
15422,312
15428,316
15433,323
15439,327
15445,327
15451,323
15457,322
15462,324
15468,331
15474,337
15480,339
15486,336
15492,334
15497,335
15503,341
15509,347
15515,351
15521,351
15526,347
15532,346
15538,350
15544,356
15549,361
15555,362
15561,359
15567,357
15573,359
15578,364
15584,370
15590,372
15596,371
15602,368
15607,369
15613,372
15619,377
15625,380
15631,380
15636,378
15642,377
15648,380
15654,384
15660,388
15665,389
15671,388
15677,385
15683,386
15689,389
15695,392
15700,394
15706,392
15712,390
15718,390
15724,392
15729,394
15735,398
15741,397
15747,395
15753,393
15758,395
15764,396
15770,399
15776,399
15782,397
15787,395
15793,394
15799,396
15805,397
15811,399
15816,397
15822,395
15828,392
15834,393
15840,394
15845,396
15851,396
15857,393
15863,390
15869,388
15874,390
15880,391
15886,393
15892,390
15898,387
15903,383
15909,383
15915,384
15921,386
15927,385
15932,381
15938,376
15944,374
15950,375
15956,377
15961,377
15967,374
15973,368
15979,365
15985,364
15991,366
15996,368
16002,367
16008,361
16014,356
16020,353
16025,355
16031,358
16037,358
16043,353
16049,347
16054,343
16060,342
16066,345
16072,346
16078,343
16083,335
16089,330
16095,328
16101,331
16107,334
16112,333
16118,327
16124,321
16130,317
16136,319
16141,323
16147,323
16153,319
16159,312
16165,307
16170,307
16176,313
16182,315
16188,313
16194,306
16199,301
16205,300
16211,303
16217,307
16223,307
16228,301
16234,295
16240,292
16246,293
16252,299
16257,302
16263,300
16269,294
16275,290
16281,290
16286,296
