59641,1022,264
59843,1023,265
60044,1022,264
60244,1023,265
60445,1022,264
60646,1023,266
60847,1022,265
61048,1023,265
61249,1023,266
61450,1021,265
61650,1022,264
61851,1023,265
62052,1023,266
62254,1023,266
62454,1021,265
62655,1023,266
62856,1023,264
63056,1023,264
63258,1023,265
63459,1023,265
63660,1023,266
63860,1023,265
64061,1023,266
64262,1022,265
64463,1023,266
64664,1023,266
64865,1022,265
65065,1023,265
65266,1022,265
65467,1023,265
65669,1023,265
65869,1023,265
66070,1023,266
66271,1023,265
66471,1023,266
66672,851,264
66874,678,265
67075,679,265
67275,614,265
67476,303,265
67677,18,265
67877,13,265
68078,12,265
68279,0,265
68480,0,266
68680,0,266
68881,0,265
69082,0,266
69283,0,266
69484,0,265
69685,0,265
69885,0,266
70086,0,265
70287,0,264
70488,0,265
70688,0,264
70889,0,265
71090,0,264
71290,0,264
71491,0,264
71692,0,265
71892,0,265
72093,0,264
72294,0,264
72495,0,263
72695,0,264
72896,0,264
73097,0,263
73297,0,264
73498,0,263
73699,0,262
73900,0,262
74100,0,262
74302,0,263
74503,0,263
74703,0,261
74904,0,262
75105,0,261
75305,0,261
75506,0,262
75707,0,261
75908,0,261
76108,0,261
76309,0,260
76510,0,261
76710,0,261
76911,0,260
77112,0,261
77313,0,259
77513,0,261
77714,0,260
77915,0,260
78115,0,260
78316,0,261
78517,0,260
78717,0,259
78918,0,259
79120,0,259
79321,0,259
79521,0,260
79722,0,259
79923,0,259
80123,0,259
80324,0,258
80525,0,258
80726,0,259
80926,0,258
81127,0,258
81328,0,257
81528,0,259
81729,0,259
81930,0,258
82130,0,258
82331,0,258
82532,0,258
82733,0,257
82933,0,258
83134,0,258
83335,0,258
83535,0,258
83736,0,259
83937,0,258
84139,0,258
84339,0,258
84540,0,257
84741,0,258
84941,0,258
85142,0,258
85343,0,259
85543,0,258
85744,0,257
85945,0,257
86146,0,257
86346,0,258
86547,0,258
86748,0,257
86948,0,257
87149,0,256
87350,0,256
87550,0,257
87751,0,256
87952,0,256
88153,0,257
88353,0,257
88554,0,257
88755,0,257
88955,0,257
89157,0,256
89358,0,257
89559,0,256
89759,0,257
89960,0,255
90161,0,256
90361,0,256
90562,0,256
90763,0,257
90963,0,257
91164,0,256
91365,0,256
91566,0,256
91766,0,257
91967,0,256
92168,0,257
92368,0,256
92569,0,255
92770,0,257
92971,0,256
93171,0,256
93372,0,257
93573,0,256
93773,0,257
93975,0,255
94176,0,255
94376,0,255
94577,0,256
94778,0,256
94979,0,255
95179,0,255
95380,0,255
95581,0,255
95781,0,256
95982,0,256
96183,0,256
96384,0,256
96584,0,255
96785,0,256
96986,0,255
97186,0,255
97387,0,256
97588,0,256
97788,0,256
97989,0,256
98190,0,256
98391,0,255
98591,0,255
98793,0,256
98994,0,256
99194,0,254
99395,0,255
99596,0,256
99796,0,255
99997,0,255
100198,0,255
100399,0,255
100599,0,256
100800,0,255
101001,0,256
101201,0,256
101402,0,256
101603,0,255
101804,0,256
102005,0,255
102206,0,255
102407,0,256
102607,0,255
102808,0,256
103009,0,254
103209,0,255
103410,0,256
103611,0,255
